SEASON_YEAR,TEAM_ABBREVIATION,GAME_DATE,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,AVAILABLE_FLAG,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,OPPONENT,HOME,next_pts,next_asts,next_rbs,next_fg3,team_code,opponent_code
2022-23,GSW,2022-12-02T00:00:00,W,33.36333333333334,6,16,0.375,4,8,0.5,3,3,1.0,0,11,11,6,6,0,1,0,5,6,19,-1,38.2,1,0,42.0,1,0.277,0.207,0.258,0.333,0.258,0.3,0.214,0.0,0.367,0.314,0.24,0.429,0.0,0.25,0.0,0.385,0.375,0.238,2,0,0,2,23,9,13,44,103.7,103.9,103.9,102.5,106.6,106.6,1.2,-2.7,-2.7,0.261,1.0,20.7,0.0,0.289,0.153,20.7,20.5,0.5,0.548,0.284,112.36,110.06,91.72,110.06,0.102,77,6.0,16.0,0.5,0.5,0.211,0.105,0.632,0.0,0.157,0.105,0.105,0.0,1.0,0.75,0.25,0.5,0.5,CHI,1,30.0,10.0,3.0,8.0,0,4
2022-23,GSW,2022-12-03T00:00:00,W,34.53333333333333,10,21,0.476,8,17,0.471,2,3,0.667,0,3,3,10,4,1,1,2,0,4,30,19,50.6,1,0,55.0,1,0.342,0.294,0.35,0.4,0.447,0.4,0.3,0.0,0.125,0.107,0.385,0.333,0.143,0.25,1.0,0.0,0.4,0.323,6,0,3,4,13,10,13,56,128.5,129.2,129.2,97.2,100.0,100.0,31.3,29.2,29.2,0.417,2.5,27.8,0.0,0.075,0.043,11.1,11.0,0.667,0.672,0.345,103.25,101.47,84.56,101.47,0.193,72,10.0,21.0,0.19,0.81,0.133,0.0,0.8,0.1,0.067,0.2,0.133,0.5,0.5,0.5,0.5,0.5,0.5,HOU,1,12.0,6.0,4.0,2.0,0,9
2022-23,GSW,2022-12-05T00:00:00,L,37.696666666666665,3,17,0.176,2,10,0.2,4,4,1.0,0,4,4,6,3,1,0,0,2,3,12,-17,25.8,0,0,26.0,1,0.247,0.107,0.239,0.2,0.303,0.286,0.235,0.0,0.154,0.118,0.3,0.333,0.25,0.0,0.0,0.133,0.214,0.15,0,0,0,2,13,16,12,48,100.7,101.3,101.3,115.6,121.3,121.3,-14.9,-20.0,-20.0,0.24,2.0,21.4,0.0,0.103,0.047,10.7,10.8,0.235,0.32,0.249,104.03,101.23,84.36,101.23,0.025,79,3.0,17.0,0.412,0.588,0.167,0.0,0.5,0.0,0.333,0.0,0.167,0.0,1.0,1.0,0.0,0.667,0.333,IND,1,32.0,7.0,6.0,6.0,0,10
2022-23,GSW,2022-12-10T00:00:00,W,37.43833333333333,12,21,0.571,6,11,0.545,2,2,1.0,1,5,6,7,4,0,1,3,3,1,32,20,48.7,0,0,53.0,1,0.272,0.316,0.292,0.5,0.324,0.167,0.133,0.125,0.143,0.14,0.318,0.333,0.0,0.2,0.75,0.214,0.1,0.32,0,2,3,6,18,4,11,30,121.1,122.0,122.0,101.5,98.8,98.8,19.5,23.2,23.2,0.269,1.75,21.9,0.029,0.125,0.08,12.5,12.2,0.714,0.731,0.286,103.47,104.49,87.08,104.49,0.171,82,12.0,21.0,0.476,0.524,0.375,0.188,0.563,0.094,0.062,0.0,0.188,0.0,1.0,0.333,0.667,0.167,0.833,BOS,1,20.0,1.0,6.0,3.0,0,2
2022-23,GSW,2022-12-13T00:00:00,L,27.316666666666663,6,17,0.353,3,10,0.3,5,5,1.0,2,4,6,1,2,1,1,0,0,5,20,-20,32.7,0,0,34.0,1,0.278,0.286,0.283,0.429,0.37,0.714,0.556,0.2,0.25,0.231,0.077,0.25,0.5,0.5,0.0,0.0,0.556,0.357,2,0,0,6,11,8,12,32,90.4,93.3,93.3,126.2,126.7,126.7,-35.8,-33.3,-33.3,0.067,0.5,4.8,0.049,0.167,0.092,9.5,9.0,0.441,0.521,0.295,107.36,105.43,87.86,105.43,0.134,60,6.0,17.0,0.412,0.588,0.3,0.0,0.45,0.0,0.25,0.1,0.3,1.0,0.0,0.333,0.667,0.667,0.333,MIL,0,38.0,7.0,7.0,5.0,0,15
2022-23,GSW,2022-12-14T00:00:00,L,29.55,11,19,0.579,5,10,0.5,11,11,1.0,1,6,7,7,3,2,1,1,2,9,38,-6,62.9,0,0,63.0,1,0.342,0.407,0.352,0.714,0.556,0.917,0.846,0.125,0.261,0.226,0.412,0.188,0.5,0.333,0.25,0.154,0.75,0.521,16,5,0,10,23,3,14,26,107.8,110.6,110.6,115.7,119.7,119.7,-7.9,-9.1,-9.1,0.438,2.33,21.2,0.037,0.194,0.121,9.1,8.9,0.711,0.797,0.354,110.46,107.21,89.34,107.21,0.298,66,11.0,19.0,0.474,0.526,0.316,0.053,0.395,0.0,0.289,0.421,0.263,0.5,0.5,0.6,0.4,0.545,0.455,IND,0,24.0,3.0,1.0,5.0,0,10
2022-23,GSW,2023-01-10T00:00:00,L,31.258333333333333,8,22,0.364,5,15,0.333,3,4,0.75,1,0,1,3,1,1,0,1,4,3,24,-19,31.7,0,0,35.0,1,0.282,0.308,0.314,0.417,0.429,0.429,0.364,0.083,0.0,0.034,0.188,0.1,0.111,0.0,0.167,0.182,0.231,0.338,8,5,0,6,6,20,7,34,97.5,98.6,98.6,121.6,123.3,123.3,-24.1,-24.7,-24.7,0.167,3.0,11.1,0.022,0.0,0.013,3.7,3.6,0.477,0.505,0.292,112.74,111.33,92.78,111.33,0.068,72,8.0,22.0,0.318,0.682,0.25,0.0,0.625,0.0,0.125,0.333,0.25,0.667,0.333,0.2,0.8,0.375,0.625,PHX,1,15.0,3.0,4.0,2.0,0,22
2022-23,GSW,2023-01-13T00:00:00,W,23.116666666666667,6,12,0.5,2,7,0.286,1,1,1.0,0,4,4,3,0,0,1,0,3,1,15,12,27.3,0,0,26.0,1,0.214,0.24,0.267,0.333,0.438,0.5,0.333,0.0,0.154,0.143,0.158,0.0,0.0,0.2,0.0,0.214,0.143,0.259,0,0,2,8,10,7,7,22,113.0,107.4,107.4,85.8,86.8,86.8,27.2,20.6,20.6,0.158,0.0,20.0,0.0,0.118,0.073,0.0,0.0,0.583,0.603,0.233,108.93,111.09,92.57,111.09,0.138,54,6.0,12.0,0.417,0.583,0.533,0.0,0.4,0.133,0.067,0.0,0.533,0.75,0.25,0.5,0.5,0.667,0.333,SAS,0,20.0,4.0,10.0,3.0,0,25
2022-23,GSW,2023-01-15T00:00:00,L,34.483333333333334,8,15,0.533,3,10,0.3,1,2,0.5,0,10,10,4,8,0,1,0,2,3,20,-9,33.0,1,0,39.0,1,0.286,0.296,0.246,0.25,0.278,0.143,0.154,0.0,0.357,0.294,0.19,0.471,0.0,0.25,0.0,0.2,0.231,0.274,6,3,8,8,21,4,18,36,93.9,96.1,96.1,106.1,106.5,106.5,-12.2,-10.4,-10.4,0.211,0.5,14.3,0.0,0.263,0.133,28.6,28.7,0.633,0.63,0.285,107.88,106.49,88.74,106.49,0.113,76,8.0,15.0,0.333,0.667,0.5,0.1,0.45,0.4,0.05,0.3,0.4,0.4,0.6,1.0,0.0,0.625,0.375,CHI,0,41.0,2.0,7.0,6.0,0,4
2022-23,GSW,2023-01-16T00:00:00,W,37.833333333333336,12,28,0.429,6,15,0.4,11,12,0.917,1,6,7,2,4,0,0,1,1,8,41,14,48.4,0,0,56.0,1,0.394,0.343,0.373,0.4,0.405,0.579,0.571,0.111,0.214,0.189,0.095,0.444,0.0,0.0,0.5,0.067,0.421,0.394,6,3,6,6,4,6,5,38,123.5,123.8,123.8,108.4,108.4,108.4,15.1,15.4,15.4,0.087,0.5,5.1,0.025,0.167,0.092,10.3,10.2,0.536,0.616,0.4,106.12,105.94,88.28,105.94,0.153,84,12.0,28.0,0.464,0.536,0.293,0.146,0.439,0.146,0.268,0.146,0.146,0.333,0.667,0.333,0.667,0.333,0.667,WAS,0,29.0,7.0,4.0,6.0,0,28
2022-23,GSW,2023-01-19T00:00:00,L,43.08,9,25,0.36,6,18,0.333,5,5,1.0,0,4,4,7,3,3,2,0,1,3,29,9,56.3,0,0,56.0,1,0.28,0.25,0.294,0.353,0.409,0.263,0.238,0.0,0.133,0.108,0.28,0.25,0.3,0.333,0.0,0.053,0.176,0.269,5,0,0,2,11,20,9,44,108.8,111.3,111.3,100.3,104.2,104.2,8.5,7.1,7.1,0.259,2.33,18.9,0.0,0.075,0.039,8.1,8.1,0.48,0.533,0.284,110.26,106.96,89.14,106.96,0.133,97,9.0,25.0,0.28,0.72,0.207,0.138,0.621,0.0,0.172,0.172,0.069,0.333,0.667,0.667,0.333,0.556,0.444,BOS,0,26.0,7.0,6.0,4.0,0,2
2022-23,GSW,2023-01-22T00:00:00,L,37.58166666666666,7,16,0.438,4,8,0.5,8,8,1.0,1,5,6,7,5,1,0,1,2,5,26,-8,41.7,0,0,45.0,1,0.275,0.241,0.232,0.5,0.333,0.444,0.364,0.167,0.185,0.182,0.389,0.455,0.143,0.0,0.167,0.095,0.313,0.31,7,3,5,6,13,4,13,40,100.4,103.7,103.7,118.3,116.5,116.5,-17.9,-12.8,-12.8,0.318,1.4,21.9,0.024,0.147,0.08,15.6,15.9,0.563,0.666,0.273,103.1,102.18,85.15,102.18,0.156,81,7.0,16.0,0.5,0.5,0.231,0.0,0.462,0.192,0.307,0.269,0.231,0.0,1.0,0.25,0.75,0.143,0.857,BKN,1,34.0,3.0,2.0,4.0,0,1
2022-23,GSW,2023-01-25T00:00:00,W,34.78333333333333,10,19,0.526,4,8,0.5,10,11,0.909,0,2,2,3,3,2,0,0,3,8,34,-3,43.9,0,0,47.0,1,0.299,0.294,0.306,0.4,0.348,0.625,0.55,0.0,0.105,0.067,0.125,0.2,0.4,0.0,0.0,0.176,0.444,0.362,8,3,2,6,22,9,19,50,125.7,127.0,127.0,124.4,129.3,129.3,1.3,-2.3,-2.3,0.125,1.0,10.3,0.0,0.063,0.032,10.3,10.1,0.632,0.713,0.313,105.43,102.81,85.67,102.81,0.149,74,10.0,19.0,0.579,0.421,0.353,0.176,0.353,0.059,0.294,0.235,0.176,0.333,0.667,0.75,0.25,0.5,0.5,MEM,1,35.0,11.0,7.0,4.0,0,13
2022-23,GSW,2023-01-27T00:00:00,W,38.78,13,21,0.619,4,8,0.5,5,5,1.0,0,7,7,11,3,2,0,1,1,3,35,13,62.9,1,0,61.0,1,0.283,0.295,0.273,0.25,0.216,0.5,0.385,0.0,0.212,0.189,0.297,0.3,0.4,0.0,0.333,0.071,0.231,0.307,7,0,10,18,10,5,23,54,128.5,134.1,134.1,115.3,117.4,117.4,13.2,16.7,16.7,0.355,3.67,29.7,0.0,0.152,0.088,8.1,8.1,0.714,0.754,0.283,109.12,105.83,88.19,105.83,0.195,85,13.0,21.0,0.619,0.381,0.514,0.0,0.343,0.286,0.143,0.2,0.514,0.667,0.333,1.0,0.0,0.769,0.231,TOR,1,38.0,12.0,8.0,8.0,0,26
2022-23,GSW,2023-01-30T00:00:00,W,36.60833333333333,12,20,0.6,8,14,0.571,6,6,1.0,1,7,8,12,4,0,1,0,0,3,38,17,64.6,1,0,68.0,1,0.287,0.308,0.282,0.444,0.359,0.429,0.333,0.167,0.233,0.222,0.387,0.364,0.0,0.25,0.0,0.0,0.25,0.345,3,5,3,8,11,7,12,44,131.1,126.4,126.4,109.4,110.7,110.7,21.7,15.7,15.7,0.444,3.0,30.8,0.03,0.184,0.113,10.3,10.4,0.8,0.839,0.296,110.77,112.11,93.42,112.11,0.223,87,12.0,20.0,0.3,0.7,0.211,0.0,0.632,0.079,0.157,0.079,0.211,0.75,0.25,0.625,0.375,0.667,0.333,OKC,0,29.0,3.0,10.0,5.0,0,19
2022-23,GSW,2023-02-01T00:00:00,L,42.36833333333333,8,21,0.381,5,12,0.417,8,9,0.889,0,10,10,3,4,1,1,0,5,5,29,-5,47.5,1,0,51.0,1,0.293,0.286,0.309,0.556,0.444,0.364,0.321,0.0,0.244,0.217,0.2,0.25,0.167,0.5,0.0,0.278,0.263,0.333,6,0,5,4,22,7,13,38,95.3,94.6,94.6,101.1,98.9,98.9,-5.8,-4.4,-4.4,0.15,0.75,9.4,0.0,0.196,0.108,12.5,12.5,0.5,0.581,0.301,103.3,104.8,87.33,104.8,0.138,92,8.0,21.0,0.429,0.571,0.207,0.069,0.517,0.172,0.276,0.207,0.138,0.0,1.0,0.4,0.6,0.25,0.75,MIN,0,28.0,5.0,5.0,5.0,0,16
2022-23,GSW,2023-02-02T00:00:00,L,33.18666666666667,10,17,0.588,5,10,0.5,3,3,1.0,2,3,5,5,6,0,0,0,4,2,28,-16,35.5,0,0,43.0,1,0.304,0.345,0.298,0.385,0.4,0.333,0.2,0.286,0.13,0.167,0.294,0.462,0.0,0.0,0.0,0.235,0.182,0.35,0,5,0,8,9,8,12,38,114.9,112.7,112.7,134.7,137.1,137.1,-19.7,-24.5,-24.5,0.263,0.83,17.2,0.065,0.1,0.082,20.7,20.5,0.735,0.764,0.317,101.88,101.97,84.97,101.97,0.118,71,10.0,17.0,0.412,0.588,0.357,0.071,0.536,0.0,0.107,0.0,0.286,0.2,0.8,0.6,0.4,0.4,0.6,DEN,0,21.0,7.0,6.0,2.0,0,7
2022-23,GSW,2023-02-04T00:00:00,W,25.55,7,11,0.636,2,6,0.333,5,5,1.0,0,6,6,7,0,0,0,0,2,3,21,14,38.7,0,0,36.0,1,0.228,0.25,0.234,0.222,0.3,0.5,0.455,0.0,0.353,0.3,0.368,0.0,0.0,0.0,0.0,0.182,0.3,0.28,7,0,0,8,5,7,5,22,139.3,141.5,141.5,112.6,110.9,110.9,26.7,30.6,30.6,0.333,0.0,35.0,0.0,0.24,0.136,0.0,0.0,0.727,0.795,0.232,101.45,101.45,84.54,101.45,0.22,53,7.0,11.0,0.455,0.545,0.476,0.095,0.286,0.0,0.238,0.333,0.381,0.2,0.8,1.0,0.0,0.429,0.571,DAL,1,27.0,6.0,2.0,5.0,0,6
2022-23,GSW,2023-03-05T00:00:00,L,32.03333333333333,8,20,0.4,5,13,0.385,6,6,1.0,0,2,2,6,2,1,0,1,3,3,27,-12,39.4,0,0,42.0,1,0.321,0.333,0.323,0.455,0.394,0.5,0.429,0.0,0.08,0.067,0.375,0.222,1.0,0.0,0.5,0.188,0.273,0.38,3,3,5,4,9,6,7,34,98.4,104.4,104.4,120.2,122.1,122.1,-21.8,-17.6,-17.6,0.375,3.0,19.4,0.0,0.061,0.028,6.5,6.5,0.525,0.596,0.319,105.79,101.89,84.91,101.89,0.142,68,8.0,20.0,0.35,0.65,0.222,0.074,0.556,0.185,0.222,0.111,0.148,0.333,0.667,0.6,0.4,0.5,0.5,LAL,0,40.0,7.0,6.0,10.0,0,12
2022-23,GSW,2023-03-07T00:00:00,L,35.46666666666667,14,23,0.609,10,16,0.625,2,2,1.0,1,5,6,7,6,0,0,1,4,3,40,-2,51.7,0,0,63.0,1,0.341,0.368,0.354,0.556,0.432,0.2,0.182,0.2,0.333,0.3,0.241,0.375,0.0,0.0,1.0,0.211,0.231,0.385,10,6,8,8,26,2,14,40,128.6,128.4,128.4,134.0,130.9,130.9,-5.3,-2.5,-2.5,0.292,1.17,18.9,0.036,0.179,0.107,16.2,16.3,0.826,0.838,0.348,108.24,109.62,91.35,109.62,0.177,81,14.0,23.0,0.304,0.696,0.2,0.0,0.75,0.2,0.05,0.25,0.2,0.25,0.75,0.6,0.4,0.5,0.5,OKC,0,29.0,4.0,7.0,4.0,0,19
2022-23,GSW,2023-03-09T00:00:00,L,34.391666666666666,10,19,0.526,4,8,0.5,5,6,0.833,3,4,7,4,4,1,0,1,3,4,29,2,42.4,0,0,46.0,1,0.294,0.333,0.306,0.333,0.258,0.294,0.333,0.375,0.19,0.241,0.182,0.267,0.143,0.0,0.5,0.25,0.286,0.326,2,0,3,10,12,8,10,36,115.7,117.1,117.1,109.7,114.5,114.5,6.0,2.6,2.6,0.2,1.0,13.8,0.091,0.108,0.1,13.8,13.5,0.632,0.67,0.302,109.0,106.07,88.39,106.07,0.139,76,10.0,19.0,0.579,0.421,0.414,0.069,0.414,0.103,0.172,0.069,0.345,0.5,0.5,0.5,0.5,0.5,0.5,MEM,0,36.0,4.0,6.0,6.0,0,13
2022-23,GSW,2023-03-11T00:00:00,W,43.4,13,27,0.481,6,15,0.4,4,4,1.0,1,5,6,4,5,2,1,2,1,5,36,10,53.2,0,0,58.0,1,0.312,0.361,0.303,0.316,0.349,0.571,0.5,0.077,0.125,0.113,0.143,0.417,0.182,0.333,0.286,0.091,0.417,0.367,7,2,5,10,12,2,20,28,107.1,105.4,105.4,94.0,94.6,94.6,13.1,10.8,10.8,0.174,0.8,10.5,0.019,0.104,0.059,13.2,13.2,0.593,0.626,0.323,102.39,102.86,85.71,102.86,0.15,93,13.0,27.0,0.444,0.556,0.389,0.111,0.5,0.139,0.111,0.194,0.278,0.571,0.429,0.667,0.333,0.615,0.385,MIL,1,23.0,5.0,7.0,4.0,0,15
2022-23,GSW,2023-03-13T00:00:00,W,33.45666666666666,7,13,0.538,4,6,0.667,5,6,0.833,2,5,7,5,5,0,0,0,4,5,23,14,33.9,0,0,39.0,1,0.253,0.212,0.224,0.286,0.231,0.5,0.333,0.333,0.227,0.25,0.263,0.417,0.0,0.0,0.0,0.235,0.333,0.256,3,2,3,4,14,11,7,40,125.1,126.8,126.8,108.0,110.1,110.1,17.1,16.6,16.6,0.192,1.0,20.0,0.067,0.143,0.108,20.0,19.5,0.692,0.735,0.265,102.06,100.43,83.69,100.43,0.129,71,7.0,13.0,0.538,0.462,0.261,0.087,0.522,0.13,0.217,0.13,0.174,0.333,0.667,0.5,0.5,0.429,0.571,PHX,1,50.0,6.0,2.0,8.0,0,22
2022-23,GSW,2023-03-15T00:00:00,L,38.53333333333333,20,28,0.714,8,14,0.571,2,4,0.5,0,2,2,6,2,2,0,0,1,3,50,-11,65.4,0,0,70.0,1,0.344,0.513,0.378,0.615,0.452,0.286,0.4,0.0,0.083,0.067,0.3,0.182,0.5,0.0,0.0,0.05,0.25,0.51,5,0,8,18,14,22,15,38,117.5,116.7,116.7,131.5,132.9,132.9,-14.0,-16.3,-16.3,0.316,3.0,15.8,0.0,0.049,0.026,5.3,5.3,0.857,0.84,0.355,103.57,103.39,86.16,103.39,0.249,84,20.0,28.0,0.5,0.5,0.48,0.12,0.48,0.16,0.04,0.1,0.36,0.167,0.833,0.375,0.625,0.25,0.75,LAC,0,31.0,5.0,6.0,4.0,0,11
2022-23,GSW,2023-03-17T00:00:00,L,37.3,12,27,0.444,4,13,0.308,3,3,1.0,2,4,6,5,6,0,0,2,2,3,31,-1,39.7,0,0,46.0,1,0.351,0.316,0.36,0.444,0.464,0.273,0.176,0.154,0.133,0.14,0.208,0.5,0.0,0.0,0.286,0.125,0.214,0.323,3,4,5,14,14,17,16,40,117.8,117.1,117.1,117.5,119.8,119.8,0.3,-2.7,-2.7,0.192,0.83,12.8,0.05,0.083,0.068,15.4,15.3,0.519,0.547,0.363,105.55,104.88,87.4,104.88,0.103,82,12.0,27.0,0.519,0.481,0.516,0.065,0.387,0.161,0.097,0.097,0.452,0.25,0.75,0.5,0.5,0.333,0.667,ATL,0,16.0,5.0,8.0,3.0,0,0
2022-23,GSW,2023-03-18T00:00:00,L,30.05333333333333,5,15,0.333,3,8,0.375,3,4,0.75,1,7,8,5,1,0,0,1,1,6,16,-10,32.1,0,0,32.0,1,0.24,0.185,0.25,0.3,0.308,0.333,0.333,0.111,0.389,0.296,0.263,0.111,0.0,0.0,0.25,0.083,0.5,0.219,0,0,0,4,9,7,17,36,111.8,117.7,117.7,141.5,140.7,140.7,-29.7,-22.9,-22.9,0.227,5.0,21.7,0.03,0.28,0.138,4.3,4.4,0.433,0.477,0.239,98.96,96.63,80.52,96.63,0.103,62,5.0,15.0,0.467,0.533,0.25,0.0,0.563,0.0,0.187,0.0,0.25,0.5,0.5,0.667,0.333,0.6,0.4,MEM,0,30.0,5.0,7.0,5.0,0,13
2022-23,GSW,2023-03-20T00:00:00,W,36.1,10,23,0.435,5,15,0.333,5,5,1.0,1,6,7,5,4,2,1,0,3,2,30,5,50.9,0,0,53.0,1,0.305,0.303,0.333,0.455,0.405,0.357,0.294,0.077,0.231,0.179,0.227,0.222,0.2,0.2,0.0,0.273,0.182,0.33,4,3,4,10,20,13,25,44,111.7,112.3,112.3,103.7,106.2,106.2,8.0,6.2,6.2,0.217,1.25,14.7,0.026,0.146,0.088,11.8,11.7,0.543,0.595,0.309,109.3,107.7,89.75,107.7,0.148,81,10.0,23.0,0.348,0.652,0.333,0.0,0.5,0.133,0.167,0.133,0.333,0.0,1.0,0.8,0.2,0.4,0.6,HOU,0,20.0,13.0,5.0,2.0,0,9
2022-23,GSW,2023-03-22T00:00:00,W,34.7,9,18,0.5,2,8,0.25,0,0,0.0,1,4,5,13,3,0,0,1,2,0,20,10,42.5,1,0,40.0,1,0.253,0.25,0.269,0.222,0.258,0.0,0.0,0.125,0.167,0.156,0.52,0.3,0.0,0.0,0.5,0.118,0.0,0.215,2,0,2,10,14,11,8,44,123.7,125.7,125.7,111.1,113.7,113.7,12.6,12.0,12.0,0.481,4.33,38.2,0.031,0.103,0.07,8.8,8.8,0.556,0.556,0.253,103.64,101.67,84.73,101.67,0.145,74,9.0,18.0,0.556,0.444,0.7,0.2,0.3,0.1,0.0,0.1,0.5,0.286,0.714,0.5,0.5,0.333,0.667,DAL,0,29.0,3.0,8.0,2.0,0,6
2022-23,GSW,2023-03-24T00:00:00,W,38.44,10,18,0.556,2,7,0.286,7,8,0.875,0,8,8,3,2,0,0,0,2,7,29,20,41.1,0,0,42.0,1,0.276,0.278,0.269,0.143,0.194,0.467,0.471,0.0,0.235,0.205,0.13,0.182,0.0,0.0,0.0,0.125,0.438,0.287,2,0,0,12,15,2,16,38,125.5,123.2,123.2,100.5,98.8,98.8,25.0,24.4,24.4,0.115,1.5,11.1,0.0,0.216,0.116,7.4,7.5,0.611,0.674,0.275,100.55,102.39,85.33,102.39,0.159,82,10.0,18.0,0.611,0.389,0.552,0.138,0.207,0.0,0.241,0.069,0.414,0.5,0.5,0.5,0.5,0.5,0.5,PHI,1,20.0,9.0,6.0,4.0,0,21
2022-23,GSW,2023-03-26T00:00:00,L,36.21,8,23,0.348,4,13,0.308,0,0,0.0,0,6,6,9,3,1,0,0,3,3,20,2,40.7,0,0,41.0,1,0.313,0.32,0.371,0.364,0.406,0.0,0.0,0.0,0.261,0.214,0.474,0.231,0.143,0.0,0.0,0.214,0.167,0.282,3,0,0,2,18,4,7,20,93.2,93.4,93.4,93.5,89.6,89.6,-0.3,3.8,3.8,0.529,3.0,25.7,0.0,0.176,0.083,8.6,8.6,0.435,0.435,0.32,99.39,101.41,84.51,101.41,0.14,76,8.0,23.0,0.435,0.565,0.4,0.3,0.6,0.0,0.0,0.15,0.1,0.25,0.75,1.0,0.0,0.625,0.375,MIN,1,39.0,8.0,8.0,8.0,0,16
2022-23,GSW,2023-03-28T00:00:00,W,36.945,14,25,0.56,8,15,0.533,3,4,0.75,2,6,8,8,4,3,0,2,0,2,39,12,65.6,0,0,69.0,1,0.333,0.389,0.373,0.533,0.469,0.273,0.308,0.222,0.286,0.267,0.32,0.286,0.3,0.0,1.0,0.0,0.182,0.398,6,8,2,10,18,10,20,34,126.1,122.5,122.5,106.2,108.9,108.9,19.9,13.6,13.6,0.364,2.0,21.1,0.061,0.167,0.116,10.5,10.3,0.72,0.729,0.355,103.08,103.29,86.07,103.29,0.231,80,14.0,25.0,0.4,0.6,0.308,0.051,0.615,0.051,0.077,0.154,0.256,0.333,0.667,0.625,0.375,0.5,0.5,NOP,1,33.0,5.0,2.0,7.0,0,17
2022-23,GSW,2023-03-31T00:00:00,W,32.735,11,21,0.524,7,11,0.636,4,4,1.0,1,1,2,5,1,0,0,1,1,4,33,-3,41.9,0,0,47.0,1,0.284,0.344,0.328,0.538,0.355,0.5,0.444,0.091,0.053,0.067,0.192,0.083,0.0,0.0,0.25,0.077,0.333,0.388,5,5,3,6,18,17,11,36,123.3,125.0,125.0,125.1,127.5,127.5,-1.8,-2.5,-2.5,0.238,5.0,17.9,0.03,0.03,0.03,3.6,3.5,0.69,0.725,0.297,102.14,100.44,83.7,100.44,0.166,68,11.0,21.0,0.476,0.524,0.242,0.061,0.636,0.091,0.122,0.152,0.182,0.75,0.25,0.857,0.143,0.818,0.182,SAS,1,21.0,4.0,3.0,2.0,0,25
2022-23,GSW,2023-04-02T00:00:00,L,36.86833333333333,8,28,0.286,2,14,0.143,3,3,1.0,1,2,3,4,3,0,2,3,1,3,21,-5,33.6,0,0,34.0,1,0.323,0.229,0.333,0.286,0.438,0.333,0.333,0.05,0.091,0.071,0.19,0.273,0.0,0.667,0.429,0.063,0.333,0.244,4,6,5,8,15,14,18,44,108.9,113.2,113.2,118.6,119.7,119.7,-9.7,-6.6,-6.6,0.148,1.33,11.1,0.02,0.051,0.034,8.3,8.3,0.321,0.358,0.327,101.34,98.95,82.46,98.95,0.028,76,8.0,28.0,0.5,0.5,0.571,0.19,0.286,0.238,0.143,0.19,0.381,0.167,0.833,1.0,0.0,0.375,0.625,DEN,0,34.0,6.0,5.0,6.0,0,7
2022-23,GSW,2023-04-04T00:00:00,W,36.75666666666667,11,25,0.44,6,13,0.462,6,6,1.0,0,5,5,6,0,1,0,1,3,3,34,14,52.0,0,0,53.0,1,0.267,0.275,0.316,0.4,0.342,0.353,0.261,0.0,0.2,0.116,0.286,0.0,0.2,0.0,1.0,0.188,0.188,0.304,6,6,0,10,8,7,8,40,141.6,140.0,140.0,124.7,125.6,125.6,16.8,14.4,14.4,0.207,0.0,18.2,0.0,0.135,0.063,0.0,0.0,0.56,0.615,0.285,102.96,103.16,85.97,103.16,0.158,80,11.0,25.0,0.48,0.52,0.294,0.0,0.529,0.0,0.177,0.176,0.294,0.4,0.6,0.5,0.5,0.455,0.545,OKC,1,25.0,6.0,7.0,3.0,0,19
