,SEASON_YEAR,TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_PG_RANK,FGA_PG_RANK,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,OPPONENT,HOME
32,2020-21,MIA,2021-03-31T00:00:00,MIA @ IND,W,37.31,6,14,0.429,0,2,0.0,6,7,0.857,1,3,4,4,2,2,1,1,1,8,18,6,35.8,0,0,32.0,1,1,1,1,9,30,27,41,18,15,18,32,30,29,29,40,39,43,22,19,3,24,10,11,34,26,44,18,5,44,1,92.2,93.2,93.2,84.7,85.1,85.1,7.6,8.1,8.1,0.211,2.0,17.4,0.024,0.071,0.048,8.7,8.7,0.429,0.527,0.232,0.239,95.97,95.2,79.34,95.2,0.155,74,6.0,14.0,46,48,48,2,1,1,29,28,28,43,30,44,44,47,49,31,31,44,43,36,34,37,36,36,37,30,27,0.24,0.226,0.0,0.083,0.5,0.35,0.2,0.107,0.121,0.235,0.222,0.5,0.5,0.25,0.077,0.5,0.261,28,30,18,25,24,43,35,46,47,45,27,8,2,26,21,14,32,0.857,0.143,0.667,0.0,0.0,0.333,0.333,0.333,0.667,0.5,0.5,0.0,0.0,0.5,0.5,32,19,17,36,18,3,19,6,8,8,36,13,8,10,35,IND,False
33,2020-21,MIA,2021-04-01T00:00:00,MIA vs. GSW,W,34.96666666666667,7,13,0.538,1,3,0.333,7,9,0.778,1,5,6,8,1,4,0,0,2,6,22,10,52.2,0,0,45.0,1,1,1,1,23,23,30,15,6,8,12,23,19,41,29,24,32,20,30,4,16,1,32,25,25,16,14,18,5,18,1,118.5,118.4,118.4,105.4,106.7,106.7,13.2,11.8,11.8,0.333,8.0,30.8,0.03,0.135,0.086,3.8,3.9,0.577,0.649,0.22,0.225,104.22,103.64,86.37,103.64,0.177,76,7.0,13.0,19,21,21,27,32,32,21,22,22,31,7,14,40,33,34,15,15,12,15,41,41,7,5,5,28,23,30,0.226,0.206,0.083,0.107,0.438,0.5,0.25,0.2,0.207,0.333,0.111,0.5,0.0,0.0,0.167,0.353,0.244,31,36,13,13,37,21,31,31,33,34,13,8,16,1,42,36,36,0.769,0.231,0.545,0.0,0.136,0.182,0.319,0.182,0.545,0.5,0.5,0.0,1.0,0.429,0.571,44,8,35,36,10,17,26,24,23,8,36,13,1,20,32,GSW,True
34,2020-21,MIA,2021-04-03T00:00:00,MIA vs. CLE,W,32.05,4,8,0.5,0,0,0.0,7,7,1.0,2,4,6,11,1,2,0,1,2,3,15,11,43.7,1,0,36.0,1,1,1,1,38,44,46,23,18,45,18,23,30,1,14,32,32,2,30,19,16,24,32,43,41,10,33,1,5,38,1,124.5,125.0,125.0,108.7,106.2,106.2,15.8,18.8,18.8,0.423,11.0,47.8,0.087,0.16,0.125,4.3,4.3,0.5,0.677,0.176,0.182,95.67,96.6,80.5,96.6,0.173,64,4.0,8.0,11,10,10,35,31,31,14,9,9,14,1,1,8,23,15,20,20,26,12,51,51,38,28,28,31,44,46,0.133,0.151,0.0,0.0,0.778,0.583,1.0,0.19,0.261,0.44,0.125,0.4,0.0,0.5,0.143,0.3,0.188,50,51,18,45,4,16,1,32,20,18,15,18,16,36,33,43,47,1.0,0.0,0.533,0.267,0.0,0.0,0.467,0.133,0.267,0.25,0.75,0.0,0.0,0.25,0.75,1,45,36,7,18,44,8,32,44,34,16,13,8,37,12,CLE,True
35,2020-21,MIA,2021-04-06T00:00:00,MIA vs. MEM,L,34.65,11,16,0.688,1,2,0.5,5,6,0.833,1,2,3,5,1,2,0,0,1,3,28,1,44.1,0,0,41.0,1,34,34,34,27,2,17,3,6,15,4,38,34,30,29,46,44,35,30,19,16,1,10,43,9,36,30,18,5,26,1,121.3,123.0,123.0,120.3,125.0,125.0,0.9,-2.0,-2.0,0.2,5.0,20.8,0.032,0.065,0.048,4.2,4.1,0.719,0.751,0.235,0.245,103.79,101.13,84.27,101.13,0.165,74,11.0,16.0,16,15,15,47,47,47,35,38,38,45,13,39,37,49,48,18,18,4,5,35,31,9,12,12,35,2,17,0.306,0.254,0.111,0.091,0.5,0.375,0.2,0.091,0.111,0.192,0.1,0.25,0.0,0.0,0.063,0.25,0.308,13,21,11,21,24,40,35,49,49,48,9,31,16,1,16,46,18,0.875,0.125,0.714,0.071,0.107,0.0,0.179,0.143,0.643,0.6,0.4,1.0,0.0,0.636,0.364,26,25,13,32,15,44,47,28,11,6,46,1,8,6,45,MEM,True
36,2020-21,MIA,2021-04-08T00:00:00,MIA vs. LAL,W,35.63333333333333,8,11,0.727,1,2,0.5,11,12,0.917,2,5,7,5,3,3,0,1,1,6,28,14,49.9,0,0,47.0,1,1,1,1,21,18,37,1,6,15,4,4,6,16,14,24,27,35,8,9,16,24,10,25,9,6,19,18,5,16,1,121.3,120.0,120.0,100.1,101.3,101.3,21.2,18.7,18.7,0.238,1.67,21.7,0.067,0.139,0.106,13.0,12.4,0.773,0.86,0.212,0.232,101.11,101.03,84.19,101.03,0.246,75,8.0,11.0,15,19,19,16,16,16,9,10,10,40,35,35,18,31,29,43,41,2,2,43,37,17,13,13,6,18,37,0.276,0.196,0.125,0.1,0.458,0.4,0.222,0.217,0.219,0.278,0.214,0.333,0.0,0.333,0.053,0.333,0.311,20,40,10,15,32,36,33,25,30,42,26,23,16,31,10,39,15,0.818,0.182,0.5,0.214,0.107,0.071,0.393,0.321,0.286,0.143,0.857,1.0,0.0,0.25,0.75,39,14,41,11,15,37,15,7,43,41,9,1,8,37,12,LAL,True
37,2020-21,MIA,2021-04-11T00:00:00,MIA @ POR,W,36.18333333333333,7,13,0.538,1,2,0.5,5,6,0.833,0,4,4,5,3,4,2,0,2,5,20,2,47.3,0,0,42.0,1,1,1,1,15,23,30,15,6,15,4,38,34,30,46,32,39,35,8,4,2,1,32,30,28,35,25,18,5,25,1,111.3,110.0,110.0,103.1,101.4,101.4,8.2,8.6,8.6,0.217,1.67,20.8,0.0,0.125,0.063,12.5,12.7,0.577,0.639,0.253,0.255,94.11,95.51,79.59,95.51,0.169,70,7.0,13.0,33,33,33,25,18,18,28,27,27,42,35,39,46,35,43,41,42,12,17,27,30,43,33,33,33,23,30,0.233,0.217,0.143,0.118,0.5,0.429,0.0,0.222,0.182,0.333,0.429,0.444,0.667,0.0,0.143,0.417,0.26,29,33,8,9,24,32,46,22,38,34,46,14,1,1,33,25,33,0.846,0.154,0.6,0.0,0.15,0.3,0.25,0.4,0.6,0.167,0.833,1.0,0.0,0.286,0.714,35,18,29,36,9,4,39,3,16,40,12,1,8,34,16,POR,False
38,2020-21,MIA,2021-04-13T00:00:00,MIA @ PHX,L,32.446666666666665,6,16,0.375,2,6,0.333,4,5,0.8,0,4,4,8,1,2,0,1,0,5,18,-12,39.8,0,0,36.0,1,34,34,34,37,30,17,47,3,2,12,43,41,36,46,32,39,20,30,19,16,24,1,30,34,47,39,18,5,38,1,83.6,85.3,85.3,99.4,101.4,101.4,-15.9,-16.2,-16.2,0.533,8.0,29.6,0.0,0.125,0.057,3.7,3.7,0.438,0.495,0.25,0.262,103.41,101.34,84.45,101.34,0.17,68,6.0,16.0,50,49,49,14,19,19,45,45,45,3,7,19,46,35,45,13,13,40,47,29,27,10,10,10,32,30,17,0.286,0.271,0.286,0.182,0.444,0.5,0.0,0.19,0.16,0.444,0.1,0.286,0.0,1.0,0.0,0.417,0.31,18,15,3,3,35,21,46,32,42,15,9,29,16,46,1,25,16,0.625,0.375,0.444,0.111,0.333,0.056,0.223,0.0,0.333,0.5,0.5,1.0,0.0,0.667,0.333,50,3,45,22,2,40,44,44,40,8,36,1,8,2,47,PHX,False
39,2020-21,MIA,2021-04-14T00:00:00,MIA @ DEN,L,27.56833333333333,5,8,0.625,0,0,0.0,3,3,1.0,1,2,3,9,1,3,0,2,1,5,13,-11,38.1,0,0,31.0,1,34,34,34,46,40,46,7,18,45,18,46,46,1,29,46,44,11,30,9,16,41,10,30,47,46,41,18,5,46,1,123.2,123.1,123.1,136.2,141.5,141.5,-13.0,-18.4,-18.4,0.474,9.0,47.4,0.048,0.105,0.075,5.3,5.2,0.625,0.697,0.182,0.191,93.19,91.41,76.17,91.41,0.149,52,5.0,8.0,13,14,14,52,52,52,44,46,46,8,3,2,30,42,39,21,21,8,9,49,47,45,48,48,41,40,46,0.208,0.178,0.0,0.0,0.333,0.333,0.5,0.182,0.231,0.5,0.2,0.5,0.0,0.4,0.167,0.455,0.203,37,44,18,45,44,44,5,35,27,6,21,8,16,35,42,23,45,1.0,0.0,0.769,0.0,0.0,0.692,0.231,0.462,0.769,0.4,0.6,0.0,0.0,0.4,0.6,1,45,5,36,18,1,42,2,2,17,29,13,8,21,27,DEN,False
40,2020-21,MIA,2021-04-16T00:00:00,MIA @ MIN,L,38.61666666666667,9,19,0.474,0,2,0.0,12,15,0.8,2,8,10,8,1,3,1,1,3,10,30,4,65.0,1,0,56.0,1,34,34,34,6,12,6,29,18,15,18,3,2,36,14,4,5,20,30,9,3,24,47,1,3,29,2,1,5,2,1,117.3,117.5,117.5,108.9,112.5,112.5,8.5,5.0,5.0,0.333,8.0,23.5,0.057,0.229,0.143,2.9,2.9,0.474,0.586,0.299,0.309,101.18,99.44,82.87,99.44,0.2,80,9.0,19.0,20,25,25,36,37,37,26,32,32,31,7,30,21,6,7,8,8,31,31,9,8,16,21,21,20,12,6,0.273,0.297,0.0,0.095,0.706,0.652,0.333,0.381,0.37,0.286,0.083,0.333,0.2,1.0,0.158,0.556,0.319,21,8,18,19,11,11,23,1,2,41,8,23,13,46,41,6,13,0.895,0.105,0.6,0.067,0.0,0.2,0.4,0.267,0.533,0.667,0.333,0.0,0.0,0.667,0.333,22,29,29,34,18,16,14,10,26,2,48,13,8,2,47,MIN,False
41,2020-21,MIA,2021-04-21T00:00:00,MIA @ SAS,W,34.22,6,13,0.462,0,1,0.0,6,6,1.0,2,5,7,11,3,1,0,1,2,3,18,17,42.9,1,0,38.0,1,1,1,1,30,30,30,34,18,30,18,32,34,1,14,24,27,2,8,32,16,24,32,43,34,3,34,1,5,31,1,119.0,120.3,120.3,93.3,95.2,95.2,25.6,25.1,25.1,0.478,3.67,37.9,0.071,0.152,0.115,10.3,10.1,0.462,0.575,0.257,0.267,90.47,89.07,74.23,89.07,0.187,64,6.0,13.0,18,18,18,9,9,9,5,6,6,7,21,7,15,27,21,36,36,36,34,26,24,50,52,52,23,30,30,0.207,0.228,0.0,0.045,0.545,0.462,0.4,0.208,0.241,0.55,0.429,0.143,0.0,0.333,0.143,0.375,0.234,38,28,18,36,22,27,16,26,25,3,46,43,16,31,33,33,38,0.923,0.077,0.667,0.444,0.0,0.0,0.333,0.222,0.222,0.333,0.667,0.0,0.0,0.333,0.667,15,37,17,3,18,44,19,18,47,29,21,13,8,29,19,SAS,False
42,2020-21,MIA,2021-04-23T00:00:00,MIA @ ATL,L,37.18333333333333,6,13,0.462,0,3,0.0,7,7,1.0,1,1,2,7,4,3,1,0,2,7,19,0,39.9,0,0,36.0,1,34,34,34,11,30,30,34,18,8,18,23,30,1,29,51,51,28,6,9,3,1,32,15,31,37,38,18,5,38,1,116.6,118.3,118.3,116.4,118.3,118.3,0.2,0.0,0.0,0.292,1.75,25.9,0.031,0.033,0.032,14.8,14.8,0.462,0.591,0.253,0.257,93.07,91.65,76.38,91.65,0.113,71,6.0,13.0,21,22,22,41,43,43,36,36,36,35,34,25,38,52,52,46,46,36,29,28,29,46,46,46,51,30,30,0.2,0.21,0.0,0.1,0.5,0.438,0.167,0.048,0.074,0.35,0.444,0.375,0.25,0.0,0.133,0.467,0.226,39,34,18,15,24,31,40,52,52,32,48,21,7,1,32,22,42,0.769,0.231,0.632,0.105,0.0,0.211,0.368,0.211,0.526,0.333,0.667,0.0,0.0,0.333,0.667,44,8,26,23,18,14,17,23,28,29,21,13,8,29,19,ATL,False
43,2020-21,MIA,2021-04-24T00:00:00,MIA vs. CHI,W,35.483333333333334,5,11,0.455,0,1,0.0,10,12,0.833,0,5,5,8,6,4,0,1,1,7,20,9,44.0,0,0,41.0,1,1,1,1,22,40,37,36,18,30,18,8,6,30,46,24,35,20,1,4,16,24,10,15,28,19,31,18,5,26,1,107.6,105.4,105.4,94.0,93.2,93.2,13.6,12.2,12.2,0.364,1.33,25.8,0.0,0.161,0.076,19.4,19.8,0.455,0.614,0.299,0.295,98.67,100.1,83.42,100.1,0.155,74,5.0,11.0,35,37,37,10,6,6,19,18,18,23,39,26,46,22,38,49,49,38,24,10,13,27,17,17,36,40,37,0.185,0.19,0.0,0.042,0.769,0.706,0.0,0.208,0.185,0.444,0.6,0.444,0.0,1.0,0.143,0.538,0.256,40,41,18,38,7,9,46,26,36,15,51,14,16,46,33,8,34,0.909,0.091,0.5,0.3,0.0,0.05,0.5,0.3,0.2,0.2,0.8,0.0,0.0,0.2,0.8,18,33,41,5,18,41,5,9,49,38,13,13,8,42,9,CHI,True
44,2020-21,MIA,2021-04-26T00:00:00,MIA vs. CHI,L,34.88333333333333,11,21,0.524,0,2,0.0,11,11,1.0,2,6,8,5,0,2,0,0,1,7,33,-9,56.1,0,0,50.0,1,34,34,34,24,2,3,22,18,15,18,4,11,1,14,15,13,35,46,19,16,1,10,15,1,45,9,18,5,8,1,102.5,104.3,104.3,118.8,117.4,117.4,-16.3,-13.0,-13.0,0.357,0.0,16.7,0.054,0.222,0.125,0.0,0.0,0.524,0.639,0.342,0.348,95.22,94.95,79.12,94.95,0.247,69,11.0,21.0,39,39,39,46,42,42,46,44,44,25,46,45,26,7,15,1,1,25,18,4,5,41,37,37,5,2,3,0.44,0.339,0.0,0.08,0.55,0.524,0.5,0.3,0.333,0.455,0.0,0.286,0.0,0.0,0.083,0.389,0.458,1,5,18,26,21,20,5,7,6,13,1,29,16,1,22,30,1,0.905,0.095,0.667,0.242,0.0,0.242,0.333,0.182,0.424,0.091,0.909,0.0,0.0,0.091,0.909,21,32,17,8,18,11,19,24,34,45,7,13,8,47,5,CHI,True
45,2020-21,MIA,2021-04-28T00:00:00,MIA vs. SAS,W,39.21666666666667,11,23,0.478,0,1,0.0,7,7,1.0,2,6,8,6,1,1,0,2,1,5,29,7,49.6,0,0,45.0,1,1,1,1,4,2,1,28,18,30,18,23,30,1,14,15,13,31,30,32,16,41,10,30,6,25,20,18,5,18,1,116.0,115.9,115.9,108.5,106.0,106.0,7.5,9.8,9.8,0.24,6.0,18.8,0.051,0.158,0.104,3.1,3.0,0.478,0.556,0.286,0.298,99.78,100.98,84.15,100.98,0.167,82,11.0,23.0,23,27,27,34,28,28,30,25,25,38,10,43,27,25,30,10,10,30,37,15,12,21,15,15,34,2,1,0.306,0.315,0.0,0.053,0.412,0.389,0.222,0.188,0.195,0.3,0.1,0.25,0.0,0.667,0.056,0.313,0.305,13,6,18,34,40,39,33,34,35,39,9,31,16,42,12,42,20,0.957,0.043,0.759,0.069,0.0,0.172,0.241,0.069,0.69,0.364,0.636,0.0,0.0,0.364,0.636,9,44,8,33,18,18,40,42,6,28,24,13,8,28,24,SAS,True
46,2020-21,MIA,2021-05-01T00:00:00,MIA @ CLE,W,29.5,4,10,0.4,0,2,0.0,7,8,0.875,1,3,4,4,1,2,0,0,0,5,15,4,30.8,0,0,27.0,1,1,1,1,42,44,42,43,18,15,18,23,24,23,29,40,39,43,30,19,16,1,1,30,41,29,48,18,5,49,1,134.9,134.5,134.5,126.1,125.0,125.0,8.9,9.5,9.5,0.174,4.0,21.1,0.036,0.136,0.08,5.3,5.4,0.4,0.555,0.242,0.235,89.78,90.31,75.25,90.31,0.114,55,4.0,10.0,2,3,3,49,47,47,25,26,26,49,19,36,33,32,35,21,22,46,38,32,35,51,50,50,50,44,42,0.148,0.189,0.0,0.087,0.778,0.727,0.143,0.231,0.2,0.25,0.25,0.25,0.0,0.0,0.0,0.556,0.203,47,42,18,24,4,8,44,21,34,44,29,31,16,1,1,6,46,0.8,0.2,0.533,0.133,0.0,0.267,0.467,0.267,0.4,0.5,0.5,0.0,0.0,0.5,0.5,40,11,36,21,18,8,8,10,36,8,36,13,8,10,35,CLE,False
47,2020-21,MIA,2021-05-02T00:00:00,MIA @ CHA,W,27.866666666666667,5,8,0.625,0,1,0.0,8,9,0.889,2,6,8,8,0,1,1,0,1,5,18,14,45.6,0,0,38.0,1,1,1,1,45,40,46,7,18,30,18,16,19,20,14,15,13,20,46,32,3,1,10,30,34,6,27,18,5,31,1,131.0,135.1,135.1,106.5,106.8,106.8,24.5,28.3,28.3,0.348,0.0,40.0,0.087,0.24,0.167,0.0,0.0,0.625,0.753,0.197,0.19,101.59,99.9,83.25,99.9,0.219,57,5.0,8.0,4,2,2,30,33,33,6,5,5,29,46,5,8,3,4,1,1,8,4,46,48,14,19,19,14,40,46,0.179,0.167,0.0,0.048,0.571,0.45,0.5,0.3,0.333,0.444,0.0,0.143,0.333,0.0,0.067,0.417,0.234,43,46,18,35,19,29,5,7,6,15,1,43,5,1,17,25,38,0.875,0.125,0.556,0.0,0.0,0.111,0.444,0.222,0.556,0.4,0.6,0.0,0.0,0.4,0.6,26,25,34,36,18,28,11,18,22,17,29,13,8,21,27,CHA,False
48,2020-21,MIA,2021-05-07T00:00:00,MIA vs. MIN,W,36.166666666666664,7,15,0.467,0,1,0.0,11,14,0.786,4,4,8,6,3,5,0,2,1,9,25,3,55.6,0,0,49.0,1,1,1,1,16,23,22,32,18,30,18,4,4,40,2,32,13,31,8,2,16,41,10,5,21,33,10,18,5,10,1,114.4,116.5,116.5,110.5,115.6,115.6,3.9,0.9,0.9,0.24,2.0,20.7,0.108,0.111,0.11,10.3,9.9,0.467,0.591,0.258,0.273,106.84,103.52,86.27,103.52,0.179,79,7.0,15.0,28,26,26,38,41,41,32,35,35,38,30,42,7,40,25,36,34,34,30,25,23,4,6,6,26,23,22,0.219,0.227,0.0,0.042,0.579,0.538,0.5,0.182,0.267,0.333,0.273,0.714,0.0,0.667,0.059,0.5,0.272,32,29,18,38,18,19,5,35,18,34,31,2,16,42,14,14,29,0.933,0.067,0.56,0.08,0.0,0.28,0.44,0.24,0.48,0.286,0.714,0.0,0.0,0.286,0.714,14,39,33,30,18,6,12,15,33,32,19,13,8,34,16,MIN,True
49,2020-21,MIA,2021-05-09T00:00:00,MIA @ BOS,W,39.97,9,14,0.643,1,3,0.333,7,8,0.875,1,7,8,11,3,2,0,0,3,7,26,10,55.1,1,0,50.0,1,1,1,1,3,12,27,6,6,8,12,23,24,23,29,8,13,2,8,19,16,1,47,15,17,16,11,1,5,8,1,131.5,129.4,129.4,117.5,119.0,119.0,14.0,10.4,10.4,0.367,3.67,34.4,0.034,0.194,0.123,9.4,9.5,0.679,0.742,0.239,0.239,101.36,101.48,84.56,101.48,0.173,85,9.0,14.0,3,5,5,42,44,44,18,24,24,22,21,11,35,15,19,32,33,6,7,33,33,15,9,9,30,12,27,0.231,0.209,0.083,0.1,0.35,0.364,0.5,0.259,0.276,0.44,0.333,0.25,0.0,0.0,0.167,0.35,0.236,30,35,13,15,43,42,5,18,14,18,38,31,16,1,42,38,37,0.786,0.214,0.615,0.308,0.115,0.077,0.27,0.077,0.308,0.375,0.625,1.0,0.0,0.444,0.556,43,10,28,4,11,33,36,38,41,24,25,1,8,18,33,BOS,False
50,2020-21,MIA,2021-05-11T00:00:00,MIA @ BOS,W,17.35,4,8,0.5,1,1,1.0,4,5,0.8,1,1,2,3,0,0,0,1,0,2,13,9,19.9,0,0,19.0,1,1,1,1,51,44,46,23,6,30,1,43,41,36,29,51,51,48,46,47,16,24,1,49,47,19,51,18,5,50,1,128.3,127.0,127.0,106.3,105.6,105.6,22.0,21.5,21.5,0.2,0.0,23.1,0.056,0.063,0.059,0.0,0.0,0.563,0.637,0.25,0.257,100.15,100.98,84.15,100.98,0.152,37,4.0,8.0,8,7,7,29,27,27,8,7,7,45,46,32,23,50,44,1,1,15,19,29,28,18,14,14,39,44,46,0.211,0.229,0.2,0.091,1.0,0.833,0.333,0.077,0.125,0.375,0.0,0.0,0.0,0.5,0.0,0.286,0.277,36,27,6,21,1,3,23,50,44,29,1,47,16,36,1,44,27,0.875,0.125,0.462,0.462,0.231,0.231,0.307,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,26,25,44,2,6,12,28,44,51,47,1,13,1,49,1,BOS,False
51,2020-21,MIA,2021-05-13T00:00:00,MIA vs. PHI,W,29.351666666666667,6,10,0.6,4,4,1.0,5,5,1.0,1,4,5,4,2,1,0,0,0,3,21,15,34.0,0,0,36.0,1,1,1,1,43,30,42,9,1,4,1,38,41,1,29,32,35,43,22,32,16,1,1,43,26,5,46,18,5,38,1,128.6,131.5,131.5,102.7,101.8,101.8,25.9,29.7,29.7,0.182,2.0,22.2,0.045,0.16,0.106,11.1,11.0,0.8,0.861,0.219,0.221,89.71,89.13,74.27,89.13,0.21,54,6.0,10.0,6,4,4,23,20,20,4,4,4,48,30,34,31,23,28,39,39,1,1,42,42,52,51,51,18,30,42,0.214,0.2,0.4,0.182,1.0,1.0,0.111,0.222,0.185,0.235,0.167,0.25,0.0,0.0,0.0,0.273,0.296,34,39,1,3,1,1,45,22,36,45,18,31,16,1,1,45,24,0.6,0.4,0.19,0.095,0.571,0.0,0.239,0.143,0.095,0.5,0.5,0.75,0.25,0.667,0.333,51,2,51,27,1,44,41,28,50,8,36,11,7,2,47,PHI,True
52,2021-22,MIA,2021-10-21T00:00:00,MIA vs. MIL,W,29.031666666666666,6,10,0.6,0,0,0.0,9,11,0.818,1,3,4,6,1,1,0,0,3,6,21,27,36.8,0,0,33.0,1,1,1,1,49,35,49,11,20,48,20,14,8,42,33,32,39,18,37,29,23,1,43,22,29,1,37,13,5,39,1,116.0,124.2,124.2,77.2,78.1,78.1,38.9,46.1,46.1,0.25,6.0,27.3,0.027,0.086,0.056,4.5,4.6,0.6,0.708,0.208,0.207,108.43,104.16,86.8,104.16,0.232,62,6.0,10.0,19,12,12,2,2,2,2,1,1,27,6,13,43,42,47,19,19,15,13,48,48,2,3,3,7,35,49,0.2,0.161,0.0,0.0,0.818,0.579,0.1,0.1,0.1,0.333,0.167,0.2,0.0,0.0,0.188,0.375,0.273,38,53,20,48,5,14,47,43,52,22,20,32,23,1,46,28,29,1.0,0.0,0.571,0.095,0.0,0.19,0.429,0.19,0.476,0.333,0.667,0.0,0.0,0.333,0.667,1,48,34,33,20,13,13,21,31,28,28,16,7,30,26,MIL,True
53,2021-22,MIA,2021-10-23T00:00:00,MIA @ IND,L,40.276666666666664,7,22,0.318,1,3,0.333,4,5,0.8,3,3,6,6,4,3,0,2,4,7,19,-5,40.2,0,0,38.0,1,39,39,39,5,23,3,47,8,9,13,45,44,44,7,32,21,18,2,7,23,50,54,12,37,43,30,13,5,29,1,81.4,82.7,82.7,88.5,88.9,88.9,-7.1,-6.2,-6.2,0.333,1.5,17.6,0.067,0.077,0.071,11.8,11.7,0.341,0.393,0.304,0.312,97.51,96.53,80.44,96.53,0.091,81,7.0,22.0,56,57,57,7,7,7,44,42,42,11,39,36,20,44,36,45,46,45,51,9,8,33,31,31,48,23,3,0.28,0.319,0.143,0.125,0.4,0.417,0.375,0.091,0.146,0.462,0.25,0.75,0.0,0.4,0.19,0.438,0.284,19,5,9,11,34,34,16,48,42,7,30,2,23,43,49,16,27,0.864,0.136,0.632,0.0,0.158,0.0,0.21,0.368,0.632,0.667,0.333,1.0,0.0,0.714,0.286,31,27,22,44,10,41,48,4,7,5,51,1,7,5,53,IND,False
