,SEASON_YEAR,TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_PG_RANK,FGA_PG_RANK,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,OPPONENT,HOME
10,2020-21,MIA,2021-02-07T00:00:00,MIA @ NYK,W,34.25,3,11,0.273,0,1,0.0,11,12,0.917,2,8,10,9,4,1,0,0,1,9,17,11,41.5,1,0,38.0,1,1,1,1,29,48,37,50,18,30,18,4,6,16,14,4,5,11,6,32,16,1,10,5,39,10,36,1,5,31,1,114.7,118.6,118.6,102.1,102.9,102.9,12.6,15.7,15.7,0.36,2.25,30.0,0.057,0.222,0.141,13.3,13.7,0.273,0.522,0.269,0.266,100.12,98.1,81.75,98.1,0.151,70,3.0,11.0,27,20,20,19,21,21,22,12,12,24,28,16,21,7,10,44,44,50,44,22,25,19,24,24,40,48,37,0.107,0.183,0.0,0.038,0.688,0.632,0.5,0.276,0.303,0.5,0.5,0.2,0.0,0.0,0.111,0.6,0.205,51,43,18,41,12,12,5,14,11,6,49,41,16,1,27,4,44,0.909,0.091,0.353,0.0,0.0,0.118,0.647,0.235,0.353,0.0,1.0,0.0,0.0,0.0,1.0,18,33,49,36,18,26,2,16,39,47,1,13,8,49,1,NYK,False
11,2020-21,MIA,2021-02-09T00:00:00,MIA vs. NYK,W,36.333333333333336,6,15,0.4,1,2,0.5,13,15,0.867,0,8,8,10,2,1,1,2,1,10,26,25,54.6,1,0,49.0,1,1,1,1,14,30,22,43,6,15,4,2,2,28,46,4,13,7,22,32,3,41,10,1,17,2,12,1,5,10,1,128.0,125.4,125.4,85.4,91.4,91.4,42.6,33.9,33.9,0.556,5.0,29.4,0.0,0.19,0.108,5.9,6.0,0.433,0.602,0.312,0.317,95.44,93.14,77.61,93.14,0.236,71,6.0,15.0,9,9,9,3,3,3,2,2,2,2,13,20,46,17,26,24,24,42,25,7,7,39,45,45,8,30,22,0.25,0.273,0.077,0.077,0.464,0.455,0.0,0.276,0.235,0.526,0.4,0.333,0.167,0.5,0.1,0.5,0.292,26,14,16,27,31,28,46,14,26,4,43,23,15,36,24,14,25,0.867,0.133,0.385,0.154,0.115,0.077,0.5,0.077,0.231,0.4,0.6,1.0,0.0,0.5,0.5,29,23,47,14,11,33,5,38,46,17,29,1,8,10,35,NYK,True
12,2020-21,MIA,2021-02-11T00:00:00,MIA @ HOU,W,39.11666666666667,8,18,0.444,1,2,0.5,10,11,0.909,1,9,10,10,3,0,0,0,1,9,27,4,51.0,1,1,48.0,1,1,1,1,5,18,10,38,6,15,4,8,11,18,29,2,5,7,8,47,16,1,10,5,13,29,17,1,1,13,1,103.9,104.9,104.9,100.1,98.8,98.8,3.8,6.2,6.2,0.526,3.33,27.8,0.026,0.209,0.123,8.3,8.4,0.472,0.591,0.292,0.294,99.84,100.01,83.34,100.01,0.232,81,8.0,18.0,38,38,38,15,12,12,33,31,31,4,24,24,42,12,18,30,30,33,28,11,15,20,18,18,9,18,10,0.296,0.281,0.077,0.059,0.556,0.55,0.167,0.281,0.263,0.526,0.2,0.0,0.0,0.0,0.056,0.474,0.318,16,13,16,32,20,18,40,12,19,4,21,47,16,1,12,20,14,0.889,0.111,0.519,0.222,0.111,0.037,0.37,0.074,0.296,0.286,0.714,0.0,1.0,0.25,0.75,25,28,40,9,13,42,16,40,42,32,19,13,1,37,12,HOU,False
13,2020-21,MIA,2021-02-13T00:00:00,MIA @ UTA,L,31.65,3,10,0.3,1,2,0.5,8,12,0.667,3,5,8,5,3,3,0,2,3,8,15,-22,38.1,0,0,35.0,1,34,34,34,41,48,42,48,6,15,4,16,6,44,7,24,13,35,8,9,16,41,47,11,41,51,41,18,5,42,1,71.0,71.0,71.0,101.7,104.4,104.4,-30.7,-33.4,-33.4,0.357,1.67,20.8,0.071,0.172,0.113,12.5,12.9,0.35,0.491,0.244,0.24,105.28,103.89,86.57,103.89,0.133,69,3.0,10.0,51,51,51,18,25,25,49,49,49,25,35,39,15,20,23,41,43,48,49,31,32,6,4,4,45,48,42,0.176,0.175,0.25,0.091,0.727,0.75,0.429,0.208,0.258,0.417,0.25,0.333,0.0,0.286,0.214,0.533,0.306,44,45,4,21,10,6,15,26,21,23,29,23,16,29,50,9,19,0.8,0.2,0.267,0.0,0.2,0.0,0.533,0.067,0.267,0.0,1.0,1.0,0.0,0.333,0.667,40,11,50,36,8,44,4,43,44,47,1,1,8,29,19,UTA,False
14,2020-21,MIA,2021-02-15T00:00:00,MIA @ LAC,L,37.95,10,19,0.526,0,2,0.0,10,10,1.0,3,7,10,10,1,2,0,0,1,9,30,5,62.0,1,1,54.0,1,34,34,34,8,6,6,21,18,15,18,8,15,1,7,8,5,7,30,19,16,1,10,5,3,28,4,1,1,5,1,122.0,124.4,124.4,117.9,121.1,121.1,4.2,3.3,3.3,0.357,10.0,29.4,0.079,0.206,0.139,2.9,2.9,0.526,0.641,0.27,0.279,99.62,97.39,81.16,97.39,0.222,78,10.0,19.0,14,12,12,44,45,45,31,33,33,25,2,20,12,14,11,8,9,24,16,21,20,23,26,26,12,6,6,0.263,0.253,0.0,0.071,0.667,0.588,0.375,0.269,0.294,0.435,0.2,0.333,0.0,0.0,0.053,0.529,0.309,24,23,18,28,13,14,20,16,13,20,21,23,16,1,10,11,17,0.895,0.105,0.667,0.067,0.0,0.067,0.333,0.0,0.6,0.4,0.6,0.0,0.0,0.4,0.6,22,29,17,34,18,38,19,44,16,17,29,13,8,21,27,LAC,False
15,2020-21,MIA,2021-02-17T00:00:00,MIA @ GSW,L,40.96666666666667,6,15,0.4,1,2,0.5,0,0,0.0,2,10,12,11,5,3,0,0,2,3,13,-5,47.9,1,1,43.0,1,34,34,34,2,30,22,43,6,15,4,50,50,50,14,1,2,2,3,9,16,1,32,43,47,40,23,1,1,21,1,95.7,100.0,100.0,107.6,107.1,107.1,-11.8,-7.1,-7.1,0.407,2.2,35.5,0.05,0.222,0.141,16.1,16.1,0.433,0.433,0.211,0.211,102.19,100.18,83.48,100.18,0.135,86,6.0,15.0,43,41,41,33,34,34,43,42,42,17,29,10,29,7,9,48,48,42,50,44,44,12,16,16,44,30,22,0.182,0.205,0.1,0.071,0.0,0.0,0.4,0.294,0.308,0.5,0.294,0.5,0.0,0.0,0.143,0.214,0.151,42,37,12,28,50,50,16,10,10,6,37,8,16,1,33,50,49,0.867,0.133,0.769,0.154,0.231,0.154,0.0,0.0,0.615,0.2,0.8,1.0,0.0,0.333,0.667,29,23,5,14,6,21,50,44,14,38,13,1,8,29,19,GSW,False
16,2020-21,MIA,2021-02-18T00:00:00,MIA @ SAC,W,34.833333333333336,6,12,0.5,0,1,0.0,1,2,0.5,3,7,10,13,3,1,0,2,2,6,13,4,44.5,1,1,38.0,1,1,1,1,25,30,35,23,18,30,18,49,49,49,7,8,5,1,8,32,16,41,32,25,47,29,29,1,1,31,1,112.4,121.9,121.9,115.3,114.9,114.9,-2.9,7.1,7.1,0.394,4.33,46.4,0.081,0.175,0.13,10.7,10.4,0.5,0.505,0.181,0.186,105.36,101.28,84.4,101.28,0.133,73,6.0,12.0,30,16,16,40,39,39,38,29,29,18,18,3,10,19,13,38,38,26,45,50,50,5,11,11,46,30,35,0.154,0.162,0.0,0.042,0.333,0.4,0.5,0.259,0.303,0.433,0.333,0.167,0.0,1.0,0.2,0.5,0.146,46,49,18,38,44,36,5,18,11,21,38,42,16,46,48,14,50,0.917,0.083,0.923,0.154,0.0,0.231,0.077,0.154,0.769,0.5,0.5,0.0,0.0,0.5,0.5,17,36,3,14,18,12,49,26,2,8,36,13,8,10,35,SAC,False
17,2020-21,MIA,2021-02-20T00:00:00,MIA @ LAL,W,34.083333333333336,8,20,0.4,0,0,0.0,8,10,0.8,4,4,8,5,5,2,0,3,2,7,24,0,42.1,0,0,41.0,1,1,1,1,31,18,4,43,18,45,18,16,15,36,2,32,13,35,3,19,16,52,32,15,23,37,35,18,5,26,1,94.3,94.2,94.2,92.9,97.0,97.0,1.4,-2.8,-2.8,0.294,1.0,14.7,0.121,0.103,0.111,14.7,14.5,0.4,0.492,0.382,0.392,97.79,95.77,79.8,95.77,0.143,69,8.0,20.0,45,45,45,7,10,10,34,39,39,34,43,49,4,43,24,45,45,46,48,1,1,29,31,31,42,18,4,0.32,0.364,0.0,0.0,0.667,0.556,0.667,0.138,0.229,0.278,0.417,0.4,0.0,0.75,0.154,0.5,0.369,11,1,18,45,13,17,3,42,28,42,45,18,16,45,38,14,6,1.0,0.0,0.667,0.0,0.0,0.083,0.333,0.25,0.667,0.375,0.625,0.0,0.0,0.375,0.625,1,45,17,36,18,32,19,13,8,24,25,13,8,26,25,LAL,False
18,2020-21,MIA,2021-02-22T00:00:00,MIA @ OKC,W,29.333333333333332,3,11,0.273,0,0,0.0,9,9,1.0,2,2,4,9,1,1,1,0,0,6,15,11,38.3,0,0,32.0,1,1,1,1,44,48,37,50,18,45,18,12,19,1,14,46,39,11,30,32,3,1,1,25,41,10,40,18,5,44,1,116.5,118.0,118.0,102.3,103.4,103.4,14.2,14.6,14.6,0.474,9.0,36.0,0.071,0.083,0.077,4.0,4.0,0.273,0.501,0.225,0.232,99.33,98.18,81.82,98.18,0.181,61,3.0,11.0,22,24,24,20,23,23,17,14,14,8,3,8,15,45,36,16,17,50,46,38,36,24,23,23,24,48,37,0.136,0.22,0.0,0.0,0.5,0.45,0.286,0.095,0.143,0.5,0.1,0.333,0.5,0.0,0.0,0.353,0.208,49,32,18,45,24,29,28,47,43,6,9,23,2,1,1,36,43,1.0,0.0,0.4,0.0,0.0,0.0,0.6,0.133,0.4,0.667,0.333,0.0,0.0,0.667,0.333,1,45,46,36,18,44,3,32,36,2,48,13,8,2,47,OKC,False
19,2020-21,MIA,2021-02-24T00:00:00,MIA vs. TOR,W,34.46666666666667,8,17,0.471,3,4,0.75,8,8,1.0,2,6,8,10,2,3,1,2,1,6,27,10,61.6,1,0,56.0,1,1,1,1,28,18,12,31,2,4,3,16,24,1,14,15,13,7,22,9,3,41,10,25,13,16,5,1,5,2,1,123.6,120.6,120.6,109.2,109.1,109.1,14.4,11.5,11.5,0.5,5.0,30.3,0.063,0.214,0.133,6.1,6.2,0.559,0.658,0.291,0.295,92.14,93.31,77.76,93.31,0.238,68,8.0,17.0,12,17,17,37,35,35,16,23,23,5,13,15,20,11,12,25,25,16,14,13,14,48,42,42,7,18,12,0.286,0.288,0.3,0.167,0.5,0.421,0.2,0.261,0.242,0.417,0.222,0.6,0.25,1.0,0.1,0.333,0.329,18,10,2,5,24,34,35,17,24,23,27,5,7,46,24,39,12,0.765,0.235,0.37,0.148,0.333,0.259,0.297,0.222,0.222,0.4,0.6,0.667,0.333,0.5,0.5,46,5,48,19,2,10,30,18,47,17,29,12,6,10,35,TOR,True
20,2020-21,MIA,2021-02-26T00:00:00,MIA vs. UTA,W,34.733333333333334,12,22,0.545,0,3,0.0,9,11,0.818,4,6,10,8,3,1,0,1,0,10,33,9,57.0,1,0,53.0,1,1,1,1,26,1,2,14,18,8,18,12,11,34,2,15,5,20,8,32,16,24,1,1,1,19,7,1,5,6,1,128.6,127.0,127.0,111.1,114.9,114.9,17.4,12.2,12.2,0.381,2.67,21.1,0.133,0.15,0.143,7.9,7.9,0.545,0.615,0.357,0.359,103.37,102.26,85.22,102.26,0.224,74,12.0,22.0,7,7,7,39,39,39,13,18,19,19,27,36,3,28,7,29,29,20,22,2,3,11,7,7,11,1,2,0.364,0.355,0.0,0.15,0.45,0.478,0.4,0.222,0.27,0.5,0.273,0.25,0.0,0.5,0.0,0.526,0.351,8,2,18,6,34,25,16,22,16,6,31,31,16,36,1,13,10,0.864,0.136,0.727,0.182,0.0,0.03,0.273,0.091,0.545,0.083,0.917,0.0,0.0,0.083,0.917,31,22,11,12,18,43,35,36,23,46,6,13,8,48,4,UTA,True
21,2020-21,MIA,2021-03-04T00:00:00,MIA @ NOP,W,34.04666666666667,10,14,0.714,1,2,0.5,8,9,0.889,0,3,3,9,3,3,0,0,3,8,29,11,52.1,0,0,48.0,1,1,1,1,32,6,27,2,6,15,4,16,19,20,46,40,44,11,8,9,16,1,47,11,6,10,15,18,5,13,1,115.0,113.6,113.6,97.1,100.0,100.0,17.9,13.6,13.6,0.6,3.0,30.0,0.0,0.081,0.049,10.0,10.0,0.75,0.807,0.292,0.303,92.46,91.64,76.37,91.64,0.28,66,10.0,14.0,26,30,30,12,13,13,12,16,16,1,25,16,46,46,47,34,35,3,3,12,10,47,47,47,2,6,27,0.4,0.286,0.143,0.095,0.444,0.429,0.0,0.12,0.103,0.429,0.273,0.6,0.0,0.0,0.167,0.471,0.387,4,11,8,19,35,32,46,44,50,22,31,5,16,1,42,21,4,0.857,0.143,0.621,0.138,0.103,0.207,0.276,0.345,0.483,0.667,0.333,0.0,1.0,0.6,0.4,32,19,27,20,17,15,34,4,32,2,48,13,1,8,44,NOP,False
22,2020-21,MIA,2021-03-11T00:00:00,MIA vs. ORL,W,35.68333333333333,9,17,0.529,1,4,0.25,8,13,0.615,1,7,8,11,2,3,1,0,2,10,27,11,63.1,1,0,55.0,1,1,1,1,20,12,12,18,6,4,16,16,5,48,29,8,13,2,22,9,3,1,32,1,13,10,3,1,5,4,1,121.0,123.3,123.3,103.0,105.3,105.3,18.1,18.0,18.0,0.458,5.5,31.4,0.026,0.167,0.099,5.7,5.6,0.559,0.594,0.3,0.308,101.61,99.54,82.95,99.54,0.203,73,9.0,17.0,17,13,13,24,26,26,11,11,11,11,12,12,43,21,32,23,23,16,27,8,9,13,20,20,19,12,12,0.273,0.254,0.083,0.121,0.667,0.684,0.167,0.28,0.258,0.478,0.4,0.429,0.25,0.0,0.154,0.714,0.3,21,22,13,8,13,10,40,13,21,12,43,16,7,1,38,2,23,0.765,0.235,0.593,0.074,0.111,0.074,0.296,0.111,0.519,0.375,0.625,1.0,0.0,0.444,0.556,46,5,31,31,13,36,30,35,29,24,25,1,8,18,33,ORL,True
23,2020-21,MIA,2021-03-12T00:00:00,MIA @ CHI,W,33.016666666666666,9,17,0.529,0,1,0.0,10,12,0.833,0,3,3,8,2,4,1,1,2,7,28,9,56.6,0,0,49.0,1,1,1,1,36,12,12,18,18,30,18,8,6,30,46,40,44,20,22,4,3,24,32,15,9,19,8,18,5,10,1,111.7,111.9,111.9,98.4,98.5,98.5,13.3,13.4,13.4,0.421,4.0,25.8,0.0,0.086,0.048,6.5,6.2,0.529,0.628,0.338,0.362,97.58,97.41,81.17,97.41,0.211,67,9.0,17.0,31,32,32,13,11,11,20,17,17,15,19,26,46,44,50,26,26,22,21,5,2,30,25,25,16,12,12,0.321,0.309,0.0,0.045,0.909,0.857,0.0,0.125,0.125,0.4,0.333,0.364,0.25,0.333,0.2,0.636,0.373,10,7,18,36,3,2,46,43,44,26,38,22,7,31,48,3,5,0.941,0.059,0.643,0.0,0.0,0.357,0.357,0.143,0.643,0.778,0.222,0.0,0.0,0.778,0.222,11,42,25,36,18,2,18,28,11,1,51,13,8,1,51,CHI,False
24,2020-21,MIA,2021-03-14T00:00:00,MIA @ ORL,W,36.483333333333334,10,17,0.588,0,4,0.0,9,10,0.9,2,5,7,9,1,5,1,0,1,5,29,13,67.9,0,0,57.0,1,1,1,1,13,6,12,11,18,4,18,12,15,19,14,24,27,11,30,2,3,1,10,30,6,9,1,18,5,1,1,112.9,109.5,109.5,93.2,94.4,94.4,19.7,15.0,15.0,0.45,9.0,28.1,0.056,0.143,0.099,3.1,3.2,0.588,0.678,0.284,0.285,95.18,96.04,80.04,96.04,0.278,74,10.0,17.0,29,34,34,8,8,8,10,13,13,12,3,23,23,29,33,10,11,11,11,16,17,42,29,29,3,6,12,0.333,0.258,0.0,0.108,0.75,0.769,0.286,0.208,0.226,0.409,0.143,0.417,0.2,0.0,0.111,0.357,0.358,9,19,18,12,8,4,28,26,29,25,17,17,13,1,27,34,9,0.765,0.235,0.69,0.0,0.0,0.276,0.31,0.345,0.69,0.5,0.5,0.0,0.0,0.5,0.5,46,5,16,36,18,7,27,4,6,8,36,13,8,10,35,ORL,False
25,2020-21,MIA,2021-03-16T00:00:00,MIA vs. CLE,W,31.85,11,16,0.688,0,1,0.0,6,6,1.0,4,8,12,4,3,2,0,0,2,7,28,14,51.4,1,0,48.0,1,1,1,1,39,2,17,3,18,30,18,32,34,1,2,4,2,43,8,19,16,1,32,15,9,6,16,1,5,13,1,126.1,124.6,124.6,102.6,103.3,103.3,23.4,21.3,21.3,0.211,1.33,16.0,0.138,0.258,0.2,12.0,11.7,0.688,0.751,0.284,0.299,90.94,91.18,75.98,91.18,0.254,61,11.0,16.0,10,11,11,22,22,22,7,8,8,43,39,48,2,2,1,40,40,5,5,17,11,49,49,49,4,2,17,0.367,0.271,0.0,0.063,0.545,0.5,0.333,0.333,0.333,0.19,0.375,0.222,0.0,0.0,0.182,0.5,0.368,7,15,18,31,22,21,23,5,6,49,42,39,16,1,46,14,7,0.938,0.063,0.786,0.0,0.0,0.286,0.214,0.071,0.786,0.636,0.364,0.0,0.0,0.636,0.364,12,40,4,36,18,5,45,41,1,5,47,13,8,6,45,CLE,True
26,2020-21,MIA,2021-03-17T00:00:00,MIA @ MEM,L,35.74166666666667,10,20,0.5,2,6,0.333,2,3,0.667,2,5,7,2,1,1,0,1,2,4,24,3,37.4,0,0,37.0,1,34,34,34,18,6,4,23,3,2,12,47,46,44,14,24,27,50,30,32,16,24,32,39,23,33,43,18,5,37,1,87.8,94.4,94.4,88.6,92.8,92.8,-0.8,1.6,1.6,0.125,2.0,8.3,0.043,0.114,0.077,4.2,4.1,0.55,0.563,0.265,0.265,99.73,94.01,78.34,94.01,0.189,71,10.0,20.0,47,44,44,4,5,5,37,34,34,51,30,51,32,39,36,18,19,19,36,23,26,22,41,41,22,6,4,0.385,0.286,0.25,0.207,0.286,0.25,0.25,0.156,0.175,0.133,0.111,0.25,0.0,0.25,0.105,0.4,0.358,5,11,4,2,48,49,31,41,39,51,13,31,16,26,26,29,8,0.7,0.3,0.667,0.083,0.25,0.167,0.083,0.5,0.583,0.25,0.75,0.0,1.0,0.2,0.8,49,4,17,29,5,19,48,1,18,34,16,13,1,42,9,MEM,False
27,2020-21,MIA,2021-03-19T00:00:00,MIA vs. IND,L,31.7,6,10,0.6,0,0,0.0,5,5,1.0,2,6,8,4,3,2,0,2,0,5,17,-26,35.6,0,0,33.0,1,34,34,34,40,30,42,9,18,45,18,38,41,1,14,15,13,43,8,19,16,41,1,30,39,52,45,18,5,43,1,94.8,94.1,94.1,128.6,134.3,134.3,-33.8,-40.2,-40.2,0.25,1.33,21.1,0.051,0.24,0.125,15.8,15.6,0.6,0.697,0.192,0.204,104.06,102.21,85.17,102.21,0.153,68,6.0,10.0,44,46,46,50,51,51,52,52,52,37,39,36,27,3,15,47,47,10,10,47,46,8,8,8,38,30,42,0.273,0.164,0.0,0.0,0.294,0.294,0.286,0.375,0.348,0.4,0.5,0.222,0.0,0.286,0.0,0.357,0.266,21,48,18,45,47,46,28,2,5,26,49,39,16,29,1,34,31,1.0,0.0,0.706,0.0,0.0,0.118,0.294,0.118,0.706,0.0,1.0,0.0,0.0,0.0,1.0,1,45,14,36,18,26,32,34,5,47,1,13,8,49,1,IND,True
28,2020-21,MIA,2021-03-21T00:00:00,MIA vs. IND,L,41.68,7,16,0.438,0,1,0.0,7,8,0.875,6,9,15,7,2,0,0,1,3,7,21,-15,47.5,1,0,43.0,1,34,34,34,1,23,17,39,18,30,18,23,24,23,1,2,1,28,22,47,16,24,47,15,26,48,24,1,5,21,1,87.6,93.8,93.8,107.2,112.3,112.3,-19.6,-18.5,-18.5,0.35,3.5,24.1,0.111,0.209,0.155,6.9,7.0,0.438,0.538,0.22,0.218,98.88,93.28,77.74,93.28,0.175,81,7.0,16.0,48,47,47,32,36,36,47,47,47,28,23,28,6,12,6,27,27,40,41,40,43,26,43,43,29,23,17,0.259,0.205,0.0,0.034,0.438,0.4,0.5,0.3,0.357,0.35,0.167,0.0,0.0,0.125,0.188,0.438,0.276,25,38,18,43,37,36,5,7,4,32,18,47,16,24,47,24,28,0.938,0.063,0.667,0.095,0.0,0.0,0.333,0.0,0.571,0.143,0.857,0.0,0.0,0.143,0.857,12,40,17,27,18,44,19,44,19,41,9,13,8,44,7,IND,True
29,2020-21,MIA,2021-03-23T00:00:00,MIA vs. PHX,L,26.866666666666667,7,13,0.538,0,1,0.0,0,0,0.0,4,7,11,1,5,1,0,0,2,0,14,-19,26.7,1,0,28.0,1,34,34,34,47,23,30,15,18,30,18,50,50,50,2,8,4,52,3,32,16,1,32,52,45,50,49,1,5,48,1,85.9,85.2,85.2,118.7,125.0,125.0,-32.8,-39.8,-39.8,0.1,0.2,5.3,0.114,0.269,0.18,26.3,26.3,0.538,0.538,0.277,0.283,96.73,94.69,78.91,94.69,0.115,54,7.0,13.0,49,50,50,45,47,47,51,51,51,52,45,52,5,1,3,52,52,21,40,20,19,34,40,40,49,23,30,0.412,0.25,0.0,0.056,0.0,0.0,0.4,0.35,0.367,0.125,0.625,0.5,0.0,0.0,0.286,0.0,0.304,3,24,18,33,50,50,16,4,3,52,52,8,16,1,51,52,21,0.923,0.077,1.0,0.286,0.0,0.143,0.0,0.0,0.714,0.143,0.857,0.0,0.0,0.143,0.857,15,37,1,6,18,24,50,44,4,41,9,13,8,44,7,PHX,True
30,2020-21,MIA,2021-03-26T00:00:00,MIA @ CHA,L,38.016666666666666,7,16,0.438,2,8,0.25,4,6,0.667,1,4,5,9,1,1,0,1,4,3,20,9,41.5,0,0,38.0,1,34,34,34,7,23,17,39,3,1,16,43,34,44,29,32,35,11,30,32,16,24,52,43,28,19,36,18,5,31,1,111.5,115.8,115.8,102.5,103.9,103.9,9.0,11.8,11.8,0.346,9.0,31.0,0.024,0.118,0.066,3.4,3.5,0.5,0.536,0.235,0.231,98.46,95.96,79.96,95.96,0.117,76,7.0,16.0,32,28,28,21,24,24,24,21,21,30,3,13,45,37,42,12,12,26,42,34,38,28,30,30,48,23,17,0.212,0.222,0.167,0.229,0.4,0.333,0.167,0.16,0.161,0.375,0.2,0.125,0.0,0.143,0.286,0.231,0.227,35,31,7,1,41,44,40,39,41,29,21,46,16,25,51,49,41,0.5,0.5,0.5,0.1,0.3,0.1,0.2,0.25,0.4,0.0,1.0,1.0,0.0,0.286,0.714,52,1,41,26,4,31,46,13,36,47,1,1,8,34,16,CHA,False
31,2020-21,MIA,2021-03-29T00:00:00,MIA @ NYK,W,34.0,10,15,0.667,0,3,0.0,7,8,0.875,1,4,5,6,1,0,1,0,2,8,27,6,44.0,0,0,40.0,1,1,1,1,33,6,22,5,18,8,18,23,24,23,29,32,35,31,30,47,3,1,32,11,13,26,31,18,5,29,1,99.9,98.5,98.5,89.9,92.3,92.3,10.0,6.2,6.2,0.429,6.0,24.0,0.03,0.118,0.075,4.0,3.9,0.667,0.729,0.26,0.275,93.71,93.18,77.65,93.18,0.293,67,10.0,15.0,41,43,43,6,4,4,23,30,30,13,10,29,40,37,40,16,16,7,8,24,22,44,44,44,1,6,22,0.417,0.268,0.0,0.143,0.5,0.5,0.2,0.16,0.167,0.4,0.125,0.0,0.25,0.0,0.154,0.533,0.409,2,17,18,7,24,21,35,39,40,26,15,47,7,1,38,9,3,0.8,0.2,0.741,0.222,0.0,0.148,0.259,0.222,0.519,0.4,0.6,0.0,0.0,0.4,0.6,40,11,9,9,18,23,38,18,29,17,29,13,8,21,27,NYK,False
